ID,YEAR,DATE,DAY_WEEK,TIME,FULL_ADDRESS,LON,LAT,TYPE,SOURCE,XFINAL,Xkm,YFINAL,Ykm,Address,Main,RoadType,ISINTERSEC,TRACT,CouncilDIS,Councillor,PlanningDi,OIF1,OIF2,OIF3,OIF4,BLFinal,CS,LIGHTING,Indoor,Light,LightEng,WEATHER,PrecipCond,AtmosCondi,DayNight,Tmax,Tmin,Tavg,Temprange,SunriseTim,SunsetTime,SnowFall,PrecipTota,Fault,Doored,HelmetDocu,TaxiFinal,hitrunfina,AlcoholFin,INJURED,TRANSPORTE,TREATED,GENDER,ETHNICITY,AGE,Narrative,
B2079,2011,7/28/2011,Thursday,6:46:00 PM,"452 Cambridge St Allston , MA, USA",-71.135841,42.3542097,BVA,E911,754476.968164,229964.579896,2954244.000676,900453.571406,452 Cambridge St,0,Com,1,802,9,Councillor Ciommo,Allston/Brighton,8,98,98,98,0,0,OUTSIDE - DAY,0,99,0,SUNNY - DAY,3,1,4,75,68,72,7,4:32:00 AM,7:09:00 PM,0,0,0,0,0,0,0,0,99,0,0,MALE,WHITE HISPANIC,45,"ABOUT xxxx PM, OFFICER xxxxxxxx, IN THE xxxxx UNIT, RESPONDED TO A RADIO CALL FOR A MAN STRUCK BY A MOTOR VEHICLE AT xxx  CAMBRIDGE STREET, xxxxxxx.
  UPON ARRIVAL, OFFICER INTERVIEWED BOTH THE PERSON STRUCK (xxxxxx xxxxxxx) AND THE OPERATOR OF THE MOTOR VEHICLE (xxxxxxx xxxxxxxxx) WHO INDICATED THE FOLLOWING:  MR. xxx WAS TRAVELING OUTBOUND (WEST) ON CAMBRIDGE STREET AND CONDUCTING A RIGHT TURN ONTO xxxx STREET; MR. xxx WAS RIDING HIS BICYCLE TRAVELING OUTBOUND (WEST) ON CAMBRIDGE STREET.  THE VEHICLE AND THE BICYCLE ENTERED THE INTERSECTION xxxxxxxxxxxxxx AND AS A RESULT, THEY CAME INTO CONTACT.  THIS CONTACT CAUSED MR. xxx TO FALL FROM THE BICYCLE ONTO THE GROUND.  THE WITNESS (MR. xxx) STATED THAT HE DID OBSERVE THE INCIDENT AND THAT THE IMPACT WAS xxxxxxxxxx MINIMAL; MR. xxx ALSO STATED THAT HE WAS ALMOST AT A STOP AND WAS NOT EVEN SURE THAT CONTACT HAD ACTUALLY TAKEN PLACE.  CITY OF BOSTON AMBULANCE xx (xxxxxxxxxxx) RESPONDED TO THE SCENE BUT, MR. xxx DECLINED ANY MEDICAL TREATMENT.  OFFICER OBSERVED NO PHYSICAL INJURIES.  NO DAMAGE TO THE MOTOR VEHICLE WAS OBSERVED AND THE BICYCLE HAD A LOOSE xxxxxxxxxx. 
  THE DISTRICT xx PATROL SUPERVISOR, SGT xxxxxxx (xxxx), WAS NOTIFIED AND RESPONDED TO THE SCENE.  BOSTON FIRE DEPARTMENT LADDER xx ALSO RESPONDED TO THE SCENE.  xxxxxxxxxxxx OF MASSACHUSETTS MOTOR VEHICLE CRASH REPORT (xxxxxx) COMPLETED.",
B2080,2011,7/29/2011,Friday,4:10:00 PM,"412 Massachusetts Ave South End, Boston , MA, USA",-71.0825497,42.3412243,BVA,E911,768979.197689,234384.859456,2949670.961799,899059.709156,412 Massachusetts Ave,0,Res,0,70800,7,Councillor Jackson,South End,8,98,98,98,1,1,OUTSIDE - DAY,0,99,0,CLOUDY,1,1,1,79,66,73,13,4:33:00 AM,7:08:00 PM,0,0.14,0,0,0,0,0,0,1,0,1,MALE,WHITE NON-HISPANIC,22,"About xxxx PM on xxxxxxx, Officer xxxxxxxx in the xxxxx unit responded to a radio call for a bicyclist struck at xxx Mass Ave.  On arrival Boston Fire (Engine xx) was on scene treating the victim, xxx xxxxxx. Officer observed a m/v ( Ma reg xxxxxx) in the left hand lane of Mass Ave.  Officer spoke to the operator, xxxx xxxxxxxx.  Mr. xxx stated that he had been traveling in the left hand lane on the outbound lane of Mass Av when a bicyclist suddenly changed lanes in front of him without signaling.  Mr. xxx applied the brakes suddenly but was unable to stop before his vehicle struck the bicyclist, knocking him to the ground in front of xxx Mass Ave.  Mr. xxx then struck the curb causing damage to his front driver's side tire.  The bicyclist, xxx xxxxxx, stated he made a hand signal to change from the far right bicycle lane into the left hand lane prior to being struck by the vehicle.  Mr. xxx was knocked to the ground and he suffered cuts on both legs as well as an abrasion to his left hip.  The victim was treated on scene by Boston EMS (xxx) but was not transported to the hospital.  The rear of the bicycle sustained damage.",
B2081,2011,7/29/2011,Friday,7:27:00 PM,"1252 Commonwealth Ave Allston , MA, USA",-71.1321199,42.3495641,BVA,WALK-IN,755555.015538,230293.168736,2952568.076326,899942.749664,1252 Commonwealth Ave,1,Res,0,702,9,Councillor Ciommo,Allston/Brighton,8,98,98,98,0,0,,1,99,0,RAIN,1,1,4,79,66,73,13,4:33:00 AM,7:08:00 PM,0,0.14,0,0,0,0,0,0,99,0,0,MALE,WHITE NON-HISPANIC,24,"THIS IS A xxxxxxxxxxxx REPORT, xxxxx TO PRIOR (CC #xxxxxxxxx).  WALK-IN TO DIST. ONE,  VICTIM (xxxxxxx E. xxxxx) STATED ABOUT xxxxx p.m., xxxxx xxxxxxxxxx, HER LEFT FOOT WAS BLEEDING AND IT WAS LEFT WITH A xxxx ON IT FROM ANOTHER BICYCLE. THE VICTIM STATED ANOTHER BICYCLE FELL ON HER BUT SHE WAS ABLE TO MAINTAIN HER BALANCE WITHOUT FALLING TO THE GROUND. (MR xxx. xxx)STATED HER BIKE WAS SLIGHTLY DAMAGED. NO MEDICAL ATTENTION WAS NEEDED BY THE AMBULANCE,THE VICTIM DID CARE FOR HER OWN INJURY. THE VICTIM STATED THE REASON FOR HER INJURY WAS DUE TO ANOTHER M/V THAT DROVE INTO A GROUP OF BICYCLISTS CAUSING HER INJURY. 

ALONG WITH THE VICTIM WAS HER HUSBAND (xxxxx M. xxxxxxxx) WHO STATED HE DID SEE THE SUSPECT OPERATOR DRIVE INTO THE GROUP OF BICYCLISTS. DURING THE xxxxxxxxxxx (MR. xxx) STATED HE LATER REALIZED IT WAS HIS WIFE WHO WAS ALSO INJURED. THE HUSBAND STATED HE CAN DEFINITELY IDENTIFY THE SUSPECT OPERATOR WHO DROVE INTO THE GROUP.",
B2082,2011,7/30/2011,Saturday,8:24:00 AM,"76 Robey St Roxbury , MA, USA",-71.0685178,42.3213613,BVA,E911,772822.733961,235556.369311,2942430.571374,896852.838155,76 Robey St,0,Res,0,90600,7,Councillor Jackson,Roxbury,98,98,98,98,0,0,OUTSIDE - DAY,0,99,0,SUNNY - DAY,3,1,1,89,73,81,16,4:34:00 AM,7:07:00 PM,0,0,0,0,0,0,1,0,1,1,1,MALE,BLACK HISPANIC,41,"ABOUT xxxxxx ON SATURDAY xxxxxxx, OFFICER xxxxxxxx (xxxxx) RESPONDED TO A R/C FOR A PEDESTRIAN STRUCK BY M/V.

ON ARRIVAL OFFICER SPOKE TO VICTIM WHO STATED AS HE RODE HIS BIKE HE WAS STRUCK BY A BLUE M/V THAT HAS FLED THE SCENE. 

OFFICER SPOKE TO WITNESSES ON SCENE WHO STATED THAT THEY DID NOT OBSERVE ANY ACCIDENT AT THIS LOCATION. 

BOSTON EMS (xxx) RESPONDED AND TRANSPORTED VICTIM TO BOSTON MEDICAL CENTER FOR HEAD PAIN.

PATROL SUPERVISOR, SGT. xxxxxxxx (xxxx) RESPONDED.",
B2083,2011,7/30/2011,Saturday,4:55:00 PM,"364 Commonwealth Ave Back Bay , MA, USA",-71.0882455,42.3489614,BVA,ON-SITE,767397.999911,233902.910373,2952429.249927,899900.435378,364 Commonwealth Ave,0,Res,1,10700,8,Councillor Ross,Back Bay/Beacon Hill,8,98,98,98,0,1,OUTSIDE - DAY,0,99,0,SUNNY - DAY,3,1,1,89,73,81,16,4:34:00 AM,7:07:00 PM,0,0,0,0,0,0,0,0,0,0,0,MALE,WHITE HISPANIC,,"ABOUT xxxxxx ON SATURDAY xxxxxxx OFFICER WARREN IN THE xxxxx xxxxxxxxx A BICYCLIST STRUCK BY A CAR AT MASS AVE AND COMM AVE.
THE xxxxxxx SPOKE WITH THE OPERATOR(xxxxxx xxxxxxxx) OF THE M/V(xx xxxx MA xxxxxx) WHO STATED HE WAS DRIVING ON COMM AVE INBOUND.  HE STATED HE HAD A GREEN LIGHT AND CROSSING THE INTERSECTION OF MASS AVE WHEN A BIKE CAME UP ON HIS RIGHT SIDE.  HE STATED THE MALE ON THE BIKE THEN TOOK THE LEFT TURN IN FRONT OF HIM ON MASS AVE.  HE STATED HE ATTEMPTED TO STOP BUT WAS UNABLE TO BEFORE HITTING THE REAR TIRE OF THE BIKE.
THE OFFICER THEN ATTEMPTED TO SPEAK TO THE VICTIM(HECTOR xxxxxxx) BUT HAD TROUBLE GIVING INFO DUE TO A LANGUAGE BARRIER.  THE VICTIM STATED THAT HE WAS RIDING HIS BIKE AND THEN WAS STRUCK FROM BEHIND.  HE STATED HE WAS NOT INJURED AND REFUSED EMS ONSCENE.  HE STATED THE ONLY DAMAGE TO THE BIKE WAS HIS REAR TIRE.",
B2084,2011,7/31/2011,Saturday,11:51:00 PM,"834 Massachusetts Ave South End, Boston , MA, USA",-71.0726739,42.3330663,BVA,E911,771820.466084,235250.878063,2946518.440377,898098.820627,834 Massachusetts Ave,0,Exe,1,71100,7,Councillor Jackson,South End,98,98,98,98,0,0,,1,99,0,,3,1,2,91,70,81,21,4:35:00 AM,7:06:00 PM,0,0,0,0,0,0,0,0,1,0,0,MALE,WHITE HISPANIC,34,Victim was traveling out bound on Mass Ave passing through xxxxxx xxxx Blvd with the green light when he was struck by a silver xxxx xxx being operated by a unknown w/m and knocked to the ground.   The victim did not see what direction the m/v was coming from but it pulled over briefly then sped off towards the highway without making his xxxxxxxx known or seeing if the victim was hurt.  Victim declined medical attention from Boston EMS but  had a visible injury to his left elbow.,
B2085,2011,7/31/2011,Sunday,2:48:00 AM,"619 Commonwealth Ave Fenway , MA, USA",-71.101238,42.349775,BVA,E911,763531.04784,232724.263382,2952610.676924,899955.734326,619 Commonwealth Ave,0,Exe,0,10102,8,Councillor Ross,Fenway/Kenmore,98,98,98,98,0,0,OUTSIDE - NIGHT - STREET LIGHTS,0,0,0,CLEAR - NIGHT,3,1,2,91,70,81,21,4:35:00 AM,7:06:00 PM,0,0,0,0,0,0,1,0,1,1,1,MALE,WHITE NON-HISPANIC,26,"On xxxxxx July xx, xxxx about xxxxxx Detective xxxxxx assigned to the xxxxx responded to a radio call for a person on a bicycle struck by a motor vehicle. On arrival officers located the victim Mr. xxx xxxxxxxxxxxxx who stated that while riding his bike outbound on xxxxxxxxxxxx Av opposite xxx xxxxxxxxxxxx Av, he was struck in the rear by an unknown vehicle causing him to loose control of his bike and crash. The xxxxxxx further stated the operator of the motor vehicle failed to stop and assist him. The victim was transported to Beth xxxxxx Hospital by Health and Hospital Ambulance xxx (xxxxxxx xxxxxxxxx) for treatment for cuts to his hands and arms. Also on scene xxxx Sgt xxxxx, xxxxx Officer xxxxxx, and Health and Hospitals Lt xxxxxxx. Victim's Bike sustained damage to the rear tire.",
B2086,2011,7/31/2011,Sunday,1:15:00 PM,"218 Harvard St Roxbury , MA, USA",-71.0861742,42.2953541,BVA,E911,768082.055926,234111.410646,2932903.302334,893948.926551,218 Harvard St,0,Res,1,92400,4,Councillor Yancey,Roxbury,0,0,0,0,0,99,OUTSIDE - DAY,0,99,0,SUNNY - DAY,3,1,1,91,70,81,21,4:35:00 AM,7:06:00 PM,0,0,0,0,0,0,0,0,1,1,1,MALE,BLACK NON-HISPANIC,13,"About xxxx pm On xxxxxx July xx, xxxx Officers xxxxxxxx in the xxxxx, unit along with xxxxxxxxxx(xxxxx) responded to Harvard and xxxxx for a child struck by M/V

Upon arrival Officer xxxxxxxx spoke with xxxxx KNIGHT(xxx xxxxxxxx) who was being treated by  (EMT's xxxxxxxxxxxx) in the rear of the Ambulance xx.  xxxxxxxxxx who was crying and shaken told this Officer he was on his bike coming down xxxxx towards Harvard St. He than turned onto Harvard(left turn) and hit a red pick up truck. xxxxxxxxxx xxxxxxxxxx injury to his left ankle and was transported to City Hospital for further treatment.

Officer xxxxxxxx spoke with the driver of the Red pick-up(mass xxxxxxxxx), Nelson xxxxx(xxx xxxxxxxx). He stated he was traveling down Harvard towards Blue Hill ave. He stated a Blue motor xxxxxxx flew out of xxxxx Rd. without stopping, trying to make a left turn hit Mr. xxx's front drivers side truck. Mr. xxx's stated the boy than fell to the ground of the xxxxxxx. Mr. xxx stated he than xxxxxx over and called xxx.
Mr xxx's also stated that the blue motor xxxxxxx was pick up and driven off by another black male prior to officers arrival. Officers did not observe a blue motor xxxxxxx at the scene.
 xxxxxxxxx refused medical attention.

Officers xxxxxxxx also spoke with witness xxxxxxx xxxxxxxx (xxx xxxxxxxxxx)(xxxxxxxxxxxx). He stated the red pick up truck was traveling down Harvard towards Blue Hill ave. at about xx miles an hour, when a boy on a blue motor xxxxxxx darted out onto Harvard without stopping.

xxxxx KNIGHT resides at x xxxxxxx St. with his grandmother xxxxxxxx xxxxxxx. Grandmother to be contacted by EMS.",
B2087,2011,7/18/2011,Friday,7:56:00 AM,"MA, USA",-71.3824374,42.4072107,BVA,E911,,,,,,,,1,,,,,6,4,98,98,0,0,OUTSIDE - DAY,0,,0,SUNNY - DAY,3,1,1,91,70,81,21,4:35:00 AM,7:06:00 PM,0,0,0,0,0,0,0,0,1,1,1,MALE,WHITE NON-HISPANIC,19,ABOUT xxxxx HOURS OFFICER xxxxxxxx RESPONDED TO A RADIO CALL FOR A PEDESTRIAN STRUCK AT xx xxxxxxx xxxxxxx DR.  UPON ARRIVAL FIRE DEPARTMENT  LADDER xx WAS ON SCENE ASSISTING THE VICTIM IDENTIFIED AS STONE.  OFFICER WAS INFORMED THAT THE VICTIM JUST FELL OFF HIS BIKE WHILE RIDING.  EMS RESPONDED (xx) AND ALSO ASSISTED THE VICTIM AND THEN TRANSPORTED TO VICTIM TO BETH ISRAEL HOSPITAL.  OFFICER OBSERVED BUMPS - BRUISES AND CUTS TO VICTIM FACE AREA.,
B2088,2011,8/1/2011,Monday,10:55:00 AM,"224 Cambridge St Allston , MA, USA",-71.1251827,42.3582361,BVA,E911,757136.437428,230775.186128,2955650.250046,900882.196214,224 Cambridge St,1,Res,1,801,9,Councillor Ciommo,Allston/Brighton,7,98,98,98,0,0,OUTSIDE - DAY,0,99,0,SUNNY - DAY,3,1,1,93,72,83,21,4:36:00 AM,7:05:00 PM,0,0,0,0,0,0,0,0,1,0,1,MALE,99,22,"About xxxxx am on Monday August x, xxxx PO xxxxxxxx in the xxxxx unit responded to a radio call for a reported bicyclist struck by a motor vehicle at Cambridge Street and N Harvard Street, xxxxxxx.  On arrival officer spoke to Mr. xxx xxxxxxxx operating xx xxxxxxxxxxx reg xxxxxx, a xxxx Kia xxxxxxx, who stated he was making a right turn from N Harvard St onto Cambridge Street and had a green light.  Mr. xxx stated upon making the turn bicyclist xxxxxxxx xxxxx, riding the wrong way on Cambridge Street, struck the right front quarter panel of his vehicle and was thrown onto the hood and into the windshield smashing it completely.  Mr. xxx stated he failed to see Mr. xxx and was unable to stop in time.  Boston EMS xxx (xxxxxxxxxxxxxxx) responded as well as Boston Fire xxx and xxx.  Mr. xxx was treated at the scene and refused transport.  MV Crash Report xxxxxx filed.",
B2089,2011,8/1/2011,Monday,2:08:00 PM,"923 Commonwealth Ave Allston , MA, USA",-71.11764,42.3514475,BVA,N/A,759491.740797,231493.082595,2953242.849526,900148.420536,923 Commonwealth Ave,0,Exe,0,801,8,Councillor Ross,Allston/Brighton,98,98,98,98,0,0,OUTSIDE - DAY,0,99,0,SUNNY - DAY,3,1,1,93,72,83,21,4:36:00 AM,7:05:00 PM,0,0,0,0,0,0,0,0,1,0,1,MALE,ASIAN,28,"About xxxxx hrs on Monday, xxxxxxxx, Officer Ace in the xxxxx unit responded to a MVA at xxx Comm Av in Brighton. On arrival Officer spoke to a xxxxxxxxx xxxxxxxx (xxxxxxx) who was just treated by Boston EMS for a abrasion to his right elbow.  He stated to officer that he was riding his bike inbound on Comm Av when he struck the passenger side of MA reg (xxxxxx) as it was making a right hand turn into xxxxxxxx Tire at xxx xxxxxxxxxxxx Av.  He stated that after the accident he continued riding his bike then returned a few minute later because he said his arm was hurt.  EMS treated his abrasion but he refused any further treatment because he had to go to work.

Officer Spoke to the driver of MA reg (xxxxxx) Mr xxx. xxx who stated that as she was driving on xxxxxxxxxxxx Av with her son xxxx xxxxx  in bound  making the turn into xxxxxxxx Tire her and a bicyclist struck each other.  She stated that she immediately tried to tell the bicyclist to stop so she could make sure he was OK by instead he continued riding off only to return a few minutes later. She stated that as her and her son were in xxxxxxxx Tire  the bicyclist returned. She stated that she asked if he was OK and he said yes then she offered to xxx him a new shirt. It was at that point the bicyclist stated ""give me $xxxxxxx then"" at that point she declined and we were summoned there.  Ems stated Mr. xxx refused to go with them. Officer observed the bike he was riding to be in good shape with no visible damage on it.",
B2090,2011,8/2/2011,Tuesday,8:31:00 AM,"77 Dearborn St Roxbury , MA, USA",-71.0791981,42.328721,BVA,E911,770018.613459,234701.673382,2944994.21219,897634.235875,77 Dearborn St,0,Emp,0,80300,7,Councillor Jackson,Roxbury,4,98,98,98,0,0,OUTSIDE - DAY,0,99,0,SUNNY - DAY,2,1,1,92,66,79,26,4:37:00 AM,7:04:00 PM,0,0.6,0,0,0,0,0,0,1,1,1,MALE,BLACK NON-HISPANIC,22,"About xxxx a.m. on xxxxxxxx xxxxx in the xxxxx responded to a radio call for a motor vehicle accident at xxx Dudley St. Also responding was Officer xxxxxxx in the xxxxx and Sgt. xxxxxxx the xxxx. 

     On arrival officers spoke to the victim, xxxxx xxxxxxxxx who stated that he was struck by a motor vehicle while riding his bike. The victim stated that he was traveling on xxxxxxxx St. and started to cross Dudley St. towards Mt. Pleasant St. He stated that the light was red when he crossed the intersection and the other vehicle was stopped. The other vehicle was stopped at the light on Mt. Pleasant St. and proceeded to turn left when the light turned green. The victim stated that the vehicle struck him as he was crossing Dudley St. The victim was struck on his left side. The victim was complaining of pain on his left side, he was transported by Boston EMS to Boston Medical Center. The victim's bike was taken by his brother, xxxx xxxx xxxxxxxxx who came down to the scene after the victim called. There was no noticeable damage to the bicycle. 

     The officers spoke to the operator of the motor vehicle (Ma. Reg. xxx - xxxxx) a xxxx xxxx xxxxxx, xxxxxxxx xxxxxx. She stated that she was stopped at the light on Mt. Pleasant St. and started to turn when the light turned green. As she made the turn on to Dudley St. she stated that she saw the victim on bicycle and thought he was slowing to stop. She stated she continued her turn and the victim continued across the street as well. The victim collided with the vehicle at the front left corner of the vehicle. The operator stated that she did not have any injuries and there were no passengers on the van. There were minor scratches on the left front corner of the van. 

      A form xxxxxx was completed.",
B2091,2011,8/2/2011,Tuesday,9:53:00 AM,"770 Columbus Ave South End, Boston , MA, USA",-71.0863966,42.337149,BVA,ON-SITE,767961.648811,234074.710558,2948138.590954,898592.642523,770 Columbus Ave,0,Res,0,80600,7,Councillor Jackson,South End,98,98,98,98,1,0,OUTSIDE - DAY,0,99,0,SUNNY - DAY,2,1,1,92,66,79,26,4:37:00 AM,7:04:00 PM,0,0.6,0,1,0,0,0,0,1,0,0,MALE,WHITE NON-HISPANIC,23,"About xxxxxx on xxxxxxxx Officers xxxxxxxx and Barker xxxx in the xxxxx unit were flagged down by xxxxxxxxx xxxxxx (person reporting) for a cyclist struck in front of xxx Columbus Ave.  

Officers observed the victim  (xxxx xxxxxx xxxxx) sitting on the curb with abrasions on his face, arms and legs. 

The person reporting and the witness (xxxxxxx xxxx xxxxxxxxx) stated that they observed the operator (xxxxxxx xxxx) open her driver side door of her vehicle which was parked in front of the above location. The victim was riding inbound in the bike lane and struck the open door causing him to go up and over his bike landing on the street.  An xxxxxxxxxxxxxx amount of damage was caused to the front of the bike.

The witnesses stated that they observed the victim hit his head. EMS (xxxxxxxxxxxxxx xxx) responded to evaluate the victim.

The operator stated that she was getting out of her car to check her tire which was flat. Officers observed her rear passenger side tire to be flat.

The operator was cited xxxxx (Opening a car door xxxxxxxxxxx with a bike) Mass Uniform Citation xxxxxxxx.

The victim refused medical treatment.",
B2092,2011,8/2/2011,Tuesday,12:56:00 PM,"96 St Botolph St Back Bay , MA, USA",-71.080632,42.344862,BVA,E911,769459.8091,234531.349814,2950945.443758,899448.171257,96 St Botolph St,0,Res,1,10600,7,Councillor Jackson,Back Bay/Beacon Hill,98,98,98,98,0,0,OUTSIDE - DAY,0,99,0,SUNNY - DAY,2,1,1,92,66,79,26,4:37:00 AM,7:04:00 PM,0,0.6,0,1,0,0,0,0,1,1,1,FEMALE,WHITE NON-HISPANIC,27,"At about xxxxxx, on Tuesday, August x, xxxx, Officer xxxxxxx in the xxxxx unit, responded to a radio call for a motor vehicle accident involving a bicyclist, at the intersection of W. Newton St and St xxxxxxx St, Boston, MA.

Upon arrival, Officer xxxxxxx spoke to the operator of the vehicle, xx xxxx xxx, who stated she was exiting her parked Hyundai Sonata (MA REG xxxxxx co.) and as she opened her driver's side door (street side) xxxxxx xxxxxxxx rode her bicycle into her door.  xxxxxxxx was taken to Boston Medical Center by Boston EMS with chest and collar bone pains.  Her Specialized bicycle was taken to District Four for safe keeping by Officer xxxxxxx and forwarded to the property clerk.  xxx's door sustained very minor scratches to the interior side.",
B2093,2011,8/2/2011,Tuesday,4:23:00 PM,"1 Wenham St Roslindale , MA, USA",-71.1158188,42.2954259,BVA,E911,760101.41856,231678.912377,2932940.343043,893960.21656,1 Wenham St,1,Res,0,110100,6,Councillor O'Malley,Roslindale,98,98,98,98,0,0,OUTSIDE - DAY,0,99,0,CLOUDY,2,1,1,92,66,79,26,4:37:00 AM,7:04:00 PM,0,0.6,0,1,0,1,0,0,1,1,1,MALE,WHITE NON-HISPANIC,31,"About xxxx PM on Tuesday, xxxxxxxxxx, Officers xxxxxx and xxxxxxxxx in the xxxxx unit, responded to a radio call to investigate a pedestrian struck by a motor vehicle at intersection of Walk Hill and xxxx Park Avenue.

Upon arrival, Officers observed the victim later identified as xxxxxx xxxxxxxx, xxx xxxxxxxxxx, laying on the ground in front of xx Walk Hill Street between to parked xxxx. Victim stated that he was riding his bicycle down Walk Hill Street towards xxxx Park Avenue, when the passenger side door of vehicle #x (Blue xxxx xxxxx Pick Up Truck, Mass reg# xxxxxx, VIN #xxxxxxxxxxxxxxxxx, owned by xxxxxx xxxxxxxx xxx: xxxxxxxxxx) operated by xxxxxx xxxxxxxx xxx xxxxxxxxxx, opened. Victim stated that he hit the door of vehicle #x and fell xxxxxxxxx into the rear end of vehicle #x ( red Dodge Van Mass reg# xxxxxx, VIN#xxxxxxxxxxxxxxxxx, owned by xxxxx xxxxxxxx xxx: xxxxxxxxxx) which was parked in front of xx Walk Hill Street. Victim had cuts on his hands, right elbow and was complaining of severe head and shoulder pain. Officer xxxxxxxxx contacted operations over channel x and requested an ambulance to the scene.

Operator of vehicle #x, xxxxxx xxxxxxxx, stated that he was stopped in traffic on Walk Hill Street just before the intersection with xxxx Park  Avenue when his passenger, xxxxxxx xxxxxxx, opened the passenger side door to exit the vehicle. Passenger, xxxxxxx xxxxxxxx, stated that she did not see the victim approaching the vehicle. Vehicle #x showed minor damage to the passenger side door frame. Vehicle #x had a minor dent to left rear but owner stated it was present prior to the incident.

Boston Fire Department Ladder # xx,  under xxxxxxx of Lieutenant xxxx arrived on scene and fire personel assisted the victim xxxxxxxx. Ambulance xx with EMTS xxxx and Metro arrived on scene and Victim was transported to Beth Israel Hospital for further treatment.

Victims bicycle was locked on a street sign in front of xx Walk Hill street by xxxxxx xxxxxx of xx xxxxxxx Street #x, xxxxxxxxxx. Bicycle had no visual damage. Victim 's sun glasses was damage during the fall. Victim was notified of the bicycle location and stated he would come back later to retrieve it.

Auto investigator to further investigate this incident. xxxxxxxxxxxx of Massachusetts Motor Vehicle Crash report form #xxxxx completed and filed.",
B2094,2011,8/1/2011,Monday,12:45:00 PM,"936 Massachusetts Ave North Dorchester , MA, USA",-71.0691622,42.3295419,BVA,WALK-IN,772625.272029,235496.182915,2945500.813413,897788.647928,936 Massachusetts Ave,0,Com,0,80100,7,Councillor Jackson,North Dorchester,8,98,98,98,0,0,,1,99,0,,3,1,1,93,72,83,21,4:36:00 AM,7:05:00 PM,0,0,0,0,0,0,0,0,99,0,0,FEMALE,BLACK NON-HISPANIC,23,VICTIM WALKED INTO THE DISTRICT STATION TO REPORT SHE HAD BEEN HIT BY A CAR.  THE VICTIM STATES SHE WAS RIDING HER BIKE INBOUND ON MASS. AV BY SOUTH xxxxxxx ST. WHEN THE SUSPECT ATTEMPTED TO EXIT THE xxxxxxxxx PARKING LOT.  THE VICTIM NOTICED THE SUSPECT LOOKING THE OTHER WAY AND SLOWED DOWN FOR THE VEHICLE.  BUT THE SUSPECT CONTINUED EXITING THE PARKING LOT WITHOUT SEEING THE VICTIM.  THE SUSPECT STRUCK THE VICTIM ON THE RIGHT SIDE KNOCKING THE VICTIM TO THE GROUND.  THE SUSPECT STOPPED TO SEE IF THE VICTIM WAS ALRIGHT AND GAVE THE VICTIM HER INFORMATION.  THE VICTIM INFORMED THE SUSPECT THAT SHE WOULD SEEK MEDICAL ATTENTION ON HER OWN.  THERE VICTIM LATER RESPONDED TO BRIGHAM AND WOMEN HOSPITAL AND WAS SEEN BY DOCTORS IN THE EMERGENCY ROOM.  ON xxxxxxxxxx @ xxxx HRS,
B2095,2011,8/3/2011,Wednesday,7:58:00 AM,"12 Essex St Central Boston , MA, USA",-70.7723811,42.5752311,BVP,E911,774413.348967,236041.188765,2953685.857568,900283.449387,12 Essex St,1,Com,0,70100,2,Councillor Linehan,Central,8,98,98,98,0,0,OUTSIDE - DAY,0,99,0,SUNNY - DAY,3,1,1,74,65,70,9,4:38:00 AM,7:03:00 PM,0,0,0,0,0,0,0,0,1,1,1,MALE,WHITE NON-HISPANIC,27,"About xxxx A.M., on Wednesday, on xxxxxxxxxx, Officer Gill in the xxxxx unit, responded to a radio call for a Struck Pedestrian, at xxx Washington Street.

 Upon arrival at xxx Washington Street Officer Gill was notified by the dispatcher that it was a male on a bicycle that struck a female pedestrian and that both parties were at Tufts Medical Center.

 Upon arrival at Tufts Medical Emergency Department Officer Gill spoke with Victim #x (xxxxxxxxxxx xxxxxxxx, xxxxxxx. xxxxxxxx) who stated that he was the bicyclist that struck a pedestrian. He stated that he was traveling down Essex St. in the left hand lane and that a female pedestrian walking in the street on  Essex Street walked in front of his bike crossing over to the right side of Essex Street where he observed a motor vehicle to be parked. Mr. xxx further informed Officer that the front of his bike struck the said pedestrian and that he went over the handle bars and landed face down bruising his chin. 

 Officer spoke with Victim#x (xxxxx xxxxxx, xxxxxxx. xxxxxxxx) who stated that she was struck by a male bicyclist. She stated that she was on Washington Street crossing the street to get to the xxxxxx Donuts (located on Washington xxxxxxxxxx Street) and that the front of his bicycle struck her right hand. Ms. xxx further stated that she fell backwards and hit the back of her head.

 Officer informed both parties that a police report would be completed. Both parties received the incident report number.",
